,VisitID,Site.Name,Date,month,day,year,julian.day,prePost,cycle,Start.Time,End.Time,Total.Net.Sets,Total.Bats.Captured,Net.area,batsPUE,species,repro,bats,wns,wnsprop
2435,530,F,5/31/2011,5,31,2011,150,2,1,21:00,1:15,2,NA,135,0.001742919,LABO,NR,0,2,0.09
2436,531,A,6/3/2011,6,3,2011,152,2,1,21:00,1:15,2,NA,108,0.004357298,LABO,NR,0,2,0.09
2437,532,D,6/3/2011,6,3,2011,152,2,1,21:00,1:15,2,NA,108,0.002178649,LABO,NR,0,2,0.09
2438,533,E,6/6/2011,6,6,2011,155,2,1,21:00,1:15,2,NA,162,0.010167031,LABO,NR,0,2,0.09
2439,538,D,6/22/2011,6,22,2011,171,2,2,21:00,1:15,2,NA,108,0.002178649,LABO,NR,0,2,0.09
2440,539,A,6/23/2011,6,23,2011,172,2,2,21:00,1:15,2,NA,108,0,LABO,NR,0,2,0.09
2441,543,B,7/5/2011,7,5,2011,184,2,2,21:00,1:15,2,NA,135,0.003485838,LABO,NR,0,2,0.09
2442,544,C,7/5/2011,7,5,2011,184,2,2,21:00,1:15,2,NA,108,0.002178649,LABO,NR,0,2,0.09
2443,545,E,7/6/2011,7,6,2011,185,2,2,21:00,1:15,2,NA,162,0.001452433,LABO,NR,0,2,0.09
2444,547,F,7/8/2011,7,8,2011,187,2,2,21:00,1:15,2,NA,135,0.001742919,LABO,NR,0,2,0.09
2445,548,H,7/10/2011,7,10,2011,189,2,2,21:00,1:15,2,NA,135,0.006971676,LABO,NR,0,2,0.09
2446,549,I,7/11/2011,7,11,2011,190,2,2,21:00,1:15,2,NA,135,0.010457514,LABO,NR,0,2,0.09
2447,550,J,7/13/2011,7,13,2011,192,2,2,21:00,1:15,2,NA,108,0.008714596,LABO,NR,0,2,0.09
2448,551,K,7/14/2011,7,14,2011,193,2,2,21:00,1:15,NA,NA,135,0.027886704,LABO,NR,0,2,0.09
2449,552,A,7/18/2011,7,18,2011,197,2,3,21:00,1:15,2,NA,108,0.002178649,LABO,NR,0,2,0.09
2450,553,D,7/20/2011,7,20,2011,199,2,3,21:00,1:15,2,NA,108,0.004357298,LABO,NR,0,2,0.09
2451,554,B,7/26/2011,7,26,2011,205,2,3,21:00,1:15,2,NA,135,0.003485838,LABO,NR,0,2,0.09
2452,555,C,7/26/2011,7,26,2011,205,2,3,21:00,1:15,2,NA,108,0,LABO,NR,0,2,0.09
2453,557,F,8/2/2011,8,2,2011,211,2,3,21:00,1:15,2,NA,135,0,LABO,NR,0,2,0.09
2454,558,H,8/3/2011,8,3,2011,212,2,3,21:00,1:15,2,NA,135,0.005228757,LABO,NR,0,2,0.09
2455,560,E,8/4/2011,8,4,2011,213,2,3,21:00,1:15,2,NA,162,0.011619464,LABO,NR,0,2,0.09
2456,561,K,8/5/2011,8,5,2011,214,2,3,21:00,1:15,NA,NA,135,0.008714595,LABO,NR,0,2,0.09
2457,562,J,8/5/2011,8,5,2011,214,2,3,21:00,1:15,2,NA,108,0.017429192,LABO,NR,0,2,0.09
2458,563,I,8/6/2011,8,6,2011,215,2,3,21:00,1:15,2,NA,135,0.006971676,LABO,NR,0,2,0.09
2459,568,E,6/13/2005,6,13,2005,162,1,1,20:30,0:30,NA,8,135,0.005555556,LABO,NR,0,1,0
2460,577,H,7/24/2004,7,24,2004,203,1,3,20:13,0:30,NA,4,108,0.00864678,LABO,NR,0,1,0
2461,584,D,7/9/2007,7,9,2007,188,1,2,20:50,1:20,NA,6,108,0.004115226,LABO,NR,0,1,0
2462,628,A,5/19/2014,5,19,2014,138,3,1,20:58,2:00,2,7,126,0.00473037,LABO,NR,0,3,3
2463,629,C,5/20/2014,5,20,2014,139,3,1,21:01,2:06,3,7,180,0.006557376,LABO,NR,0,3,3
2464,630,B,5/20/2014,5,20,2014,139,3,1,20:56,2:05,1,6,72,0.010787488,LABO,NR,1,3,3
2465,634,D,5/27/2014,5,27,2014,146,3,1,21:07,2:10,4,8,180,0.00550055,LABO,NR,0,3,3
2466,636,E,5/30/2014,5,30,2014,149,3,1,21:05,2:05,3,13,168,0.010714284,LABO,NR,0,3,3
2467,638,H,6/8/2014,6,8,2014,157,3,1,21:05,2:00,2,2,162,0.002510986,LABO,NR,0,3,3
2468,640,K,6/9/2014,6,9,2014,158,3,1,21:22,2:00,2,2,90,0.004796164,LABO,NR,0,3,3
2469,641,I,6/12/2014,6,12,2014,161,3,1,21:08,2:20,3,4,198,0.002913753,LABO,NR,0,3,3
2470,642,J,6/12/2014,6,12,2014,161,3,1,21:14,2:00,3,5,135,0.004662006,LABO,NR,0,3,3
2471,646,K,6/22/2014,6,22,2014,171,3,2,21:05,2:00,3,2,135,0.003013182,LABO,NR,0,3,3
2472,647,I,6/25/2014,6,25,2014,174,3,2,21:13,2:00,2,5,180,0.00232288,LABO,NR,0,3,3
2473,648,J,6/25/2014,6,25,2014,174,3,2,21:10,2:00,3,2,189,0.002189382,LABO,NR,0,3,3
2474,649,A,6/29/2014,6,29,2014,178,3,2,21:15,2:05,1,9,108,0.017241381,LABO,NR,0,3,3
2475,650,C,6/29/2014,6,29,2014,178,3,2,21:00,2:00,3,9,180,0.007777777,LABO,NR,0,3,3
2476,654,E,7/8/2014,7,8,2014,187,3,2,21:19,2:00,2,15,144,0.014828,LABO,NR,0,3,3
2477,655,H,7/9/2014,7,9,2014,188,3,2,21:23,2:00,2,3,180,0.002406738,LABO,NR,0,3,3
2478,656,F,7/9/2014,7,9,2014,188,3,2,21:34,2:00,2,1,180,0,LABO,NR,0,3,3
2479,657,B,7/10/2014,7,10,2014,189,3,2,21:23,2:00,1,3,108,0.006016848,LABO,NR,0,3,3
2480,658,D,7/11/2014,7,11,2014,190,3,2,21:35,2:00,2,7,180,0.002515724,LABO,NR,0,3,3
2481,661,A,7/21/2014,7,21,2014,200,3,3,21:14,2:28,1,17,108,0.02476999,LABO,NR,0,3,3
2482,662,B,7/21/2014,7,21,2014,200,3,3,21:00,2:00,2,8,180,0.004444444,LABO,NR,0,3,3
2483,663,D,7/24/2014,7,24,2014,203,3,3,21:00,0.083333333,2,5,144,0.002777778,LABO,NR,0,3,3
2484,664,F,7/30/2014,7,30,2014,209,3,3,21:00,2:00,2,6,180,0.001111111,LABO,NR,0,3,3
2485,666,K,7/31/2014,7,31,2014,210,3,3,21:03,0.083333333,2,5,90,0.008978676,LABO,NR,0,3,3
2486,667,C,8/2/2014,8,2,2014,211,3,3,21:00,2:00,3,13,216,0.008333334,LABO,NR,0,3,3
2487,668,E,8/3/2014,8,3,2014,212,3,3,21:00,2:00,3,28,97.8,0.0204499,LABO,NR,0,3,3
2488,669,H,8/4/2014,8,4,2014,213,3,3,20:51,2:00,2,3,90,0.006472491,LABO,NR,0,3,3
2489,671,I,8/7/2014,8,7,2014,216,3,3,20:53,2:00,4,15,225,0.007817589,LABO,NR,1,3,3
2490,673,J,8/9/2014,8,9,2014,218,3,3,21:00,2:00,2,9,162,0.009876544,LABO,NR,0,3,3
2491,1,A,5/21/2012,5,21,2012,140,3,1,20:53,1:15,3,8,270,0.000848176,LABO,PL,0,3,0.8
2492,2,K,5/18/2012,5,18,2012,137,3,1,20:33,1:50,3,9,189,0.00500726,LABO,PL,0,3,0.8
2493,3,H,5/17/2012,5,17,2012,136,3,1,20:45,1:30,3,3,518.4,0,LABO,PL,0,3,0.8
2494,4,B,5/29/2012,5,29,2012,148,3,1,20:50,2:02,3,8,144,0.00400641,LABO,PL,0,3,0.8
2495,5,C,5/30/2012,5,30,2012,149,3,1,20:45,1:35,3,8,144,0.00718391,LABO,PL,0,3,0.8
2496,6,F,6/5/2012,6,5,2012,154,3,1,21:04,1:10,4,2,198,0,LABO,PL,0,3,0.8
2497,7,E,6/3/2012,6,3,2012,152,3,1,20:52,2:00,3,27,486,0.005210842,LABO,PL,0,3,0.8
2498,8,D,6/4/2012,6,4,2012,153,3,1,21:00,1:30,3,2,144,0,LABO,PL,0,3,0.8
2499,9,I,6/10/2012,6,10,2012,159,3,1,21:15,1:10,5,2,180,0.00283688,LABO,PL,0,3,0.8
2500,10,J,6/6/2012,6,6,2012,155,3,1,21:12,1:00,4,5,198,0.0066454,LABO,PL,0,3,0.8
2501,14,F,6/18/2012,6,18,2012,167,3,2,21:15,1:30,4,10,216,0.00653595,LABO,PL,0,3,0.8
2502,15,D,6/19/2012,6,19,2012,168,3,2,21:15,2:00,4,15,225,0.004678365,LABO,PL,0,3,0.8
2503,16,H,6/26/2012,6,26,2012,175,3,2,21:00,2:00,5,16,162,0.011111112,LABO,PL,0,3,0.8
2504,17,E,7/1/2012,7,1,2012,180,3,2,21:19,2:04,3,49,162,0.03638726,LABO,PL,0,3,0.8
2505,18,A,7/2/2012,7,2,2012,181,3,2,21:20,2:00,3,20,162,0.009259257,LABO,PL,0,3,0.8
2506,19,C,7/3/2012,7,3,2012,182,3,2,21:15,1:10,3,14,189,0.01350895,LABO,PL,0,3,0.8
2507,21,K,7/4/2012,7,4,2012,183,3,2,21:20,2:00,4,36,171,0.038847123,LABO,PL,0,3,0.8
2508,22,I,7/9/2012,7,9,2012,188,3,2,21:20,2:00,4,17,216,0.011904756,LABO,PL,1,3,0.8
2509,28,B,7/12/2012,7,12,2012,191,3,2,21:25,2:00,3,6,171,0.002551834,LABO,PL,0,3,0.8
2510,29,I,7/17/2012,7,17,2012,196,3,3,21:10,1:54,4,10,216,0.007824728,LABO,PL,0,3,0.8
2511,31,J,7/11/2012,7,11,2012,190,3,2,21:15,1:55,4,5,225,0.003809524,LABO,PL,0,3,0.8
2512,32,H,7/15/2012,7,15,2012,194,3,3,21:02,2:00,5,22,162,0.019885664,LABO,PL,0,3,0.8
2513,33,K,7/16/2012,7,16,2012,195,3,3,21:15,2:05,4,30,198,0.024033436,LABO,PL,0,3,0.8
2514,37,A,7/23/2012,7,23,2012,202,3,3,21:15,2:00,3,13,162,0.00779727,LABO,PL,0,3,0.8
2515,38,C,7/24/2012,7,24,2012,203,3,3,21:10,2:00,3,9,189,0.002189382,LABO,PL,0,3,0.8
2516,40,J,7/26/2012,7,26,2012,205,3,3,21:15,2:00,4,8,169.8,0.007439094,LABO,PL,0,3,0.8
2517,41,B,7/29/2012,7,29,2012,208,3,3,21:00,1:35,3,2,162,0,LABO,PL,0,3,0.8
2518,42,D,7/30/2012,7,30,2012,209,3,3,20:50,2:00,4,11,216,0.002688171,LABO,PL,1,3,0.8
2519,43,F,7/31/2012,7,31,2012,210,3,3,21:00,1:35,4,6,216,0.003030303,LABO,PL,0,3,0.8
2520,44,E,8/1/2012,8,1,2012,210,3,3,20:50,2:00,3,30,162,0.016726402,LABO,PL,0,3,0.8
2521,45,J,5/18/2013,5,18,2013,137,3,1,21:24,2:05,2,1,108,0.001977066,LABO,PL,0,3,0.95
2522,46,K,5/20/2013,5,20,2013,139,3,1,21:05,2:00,2,2,90,0.004519774,LABO,PL,0,3,0.95
2523,47,I,5/18/2013,5,18,2013,137,3,1,21:00,2:00,3,0,180,0,LABO,PL,0,3,0.95
2524,50,F,5/22/2013,5,22,2013,141,3,1,21:15,2:00,3,0,198,0,LABO,PL,0,3,0.95
2525,52,E,5/28/2013,5,28,2013,147,3,1,21:12,2:00,3,17,144,0.008680554,LABO,PL,0,3,0.95
2526,53,A,5/29/2013,5,29,2013,148,3,1,21:08,2:00,1,5,108,0.00951294,LABO,PL,0,3,0.95
2527,54,B,5/31/2013,5,31,2013,150,3,1,21:00,1:00,1,1,108,0,LABO,PL,0,3,0.95
2528,55,C,6/2/2013,6,2,2013,151,3,1,21:30,0:44,1,0,108,0,LABO,PL,0,3,0.95
2529,56,D,6/5/2013,6,5,2013,154,3,1,21:18,2:00,3,3,162,0.00131337,LABO,PL,0,3,0.95
2530,61,H,6/11/2013,6,11,2013,160,3,1,21:25,2:00,2,5,162,0.006734005,LABO,PL,0,3,0.95
2531,62,B,6/19/2013,6,19,2013,168,3,2,21:15,2:00,1,1,108,0.001949318,LABO,PL,0,3,0.95
2532,63,K,6/20/2013,6,20,2013,169,3,2,21:30,2:00,2,4,72,0.01234568,LABO,PL,0,3,0.95
2533,64,C,6/24/2013,6,24,2013,173,3,2,21:20,2:00,4,2,162,0,LABO,PL,0,3,0.95
2534,65,A,6/24/2013,6,24,2013,173,3,2,21:40,2:00,1,6,108,0.004273504,LABO,PL,0,3,0.95
2535,68,I,7/7/2013,7,7,2013,186,3,2,21:29,2:00,2,4,162,0.00410004,LABO,PL,0,3,0.95
2536,69,J,7/7/2013,7,7,2013,186,3,2,21:21,2:00,2,4,108,0.007964956,LABO,PL,0,3,0.95
2537,70,D,7/8/2013,7,8,2013,187,3,2,21:20,2:00,2,3,135,0.003174604,LABO,PL,0,3,0.95
2538,71,E,7/8/2013,7,8,2013,187,3,2,21:20,2:00,2,19,108,0.025793651,LABO,PL,0,3,0.95
2539,72,F,7/10/2013,7,10,2013,189,3,2,21:21,2:00,2,9,162,0.003982476,LABO,PL,1,3,0.95
2540,73,H,7/11/2013,7,11,2013,190,3,2,21:18,2:00,2,4,108,0.00394011,LABO,PL,0,3,0.95
2541,74,A,7/17/2013,7,17,2013,196,3,3,21:00,2:00,3,17,142.5,0.015438599,LABO,PL,0,3,0.95
2542,75,C,7/19/2013,7,19,2013,198,3,3,21:00,2:00,3,13,180,0.007777777,LABO,PL,1,3,0.95
2543,77,B,7/22/2013,7,22,2013,201,3,3,21:10,2:00,3,4,162,0.002554278,LABO,PL,0,3,0.95
2544,79,K,7/23/2013,7,23,2013,202,3,3,21:00,2:00,2,1,90,0,LABO,PL,0,3,0.95
2545,80,H,7/29/2013,7,29,2013,208,3,3,20:45,2:00,2,3,108,0.001763668,LABO,PL,1,3,0.95
2546,81,E,7/31/2013,7,31,2013,210,3,3,21:06,2:10,2,32,126,0.025062656,LABO,PL,1,3,0.95
2547,82,D,7/31/2013,7,31,2013,210,3,3,21:00,2:00,3,4,162,0.002469136,LABO,PL,0,3,0.95
2548,83,F,8/1/2013,8,1,2013,210,3,3,21:00,2:00,2,12,180,0.002222222,LABO,PL,1,3,0.95
2549,86,I,8/4/2013,8,4,2013,213,3,3,21:00,2:00,2,3,126,0.003174604,LABO,PL,0,3,0.95
2550,87,J,8/4/2013,8,4,2013,213,3,3,21:00,2:00,3,0,108,0,LABO,PL,0,3,0.95
2586,156,J,5/15/2002,5,15,2002,134,1,1,20:00,1:05,2,1,108,0,LABO,PL,0,1,0
2587,158,B,5/22/2002,5,22,2002,141,1,1,20:00,1:15,3,6,117,0.00814001,LABO,PL,0,1,0
2588,159,F,5/23/2002,5,23,2002,142,1,1,20:00,0:00,NA,2,108,0.002314815,LABO,PL,0,1,0
2589,160,D1,5/27/2002,5,27,2002,146,1,1,19:45,22:40,NA,3,135,0.005079366,LABO,PL,0,1,0
2590,161,E,5/29/2002,5,29,2002,148,1,1,19:35,0:35,NA,11,135,0.004444443,LABO,PL,0,1,0
2591,162,H,6/3/2002,6,3,2002,152,1,1,20:00,2:10,NA,13,108,0.013513518,LABO,PL,0,1,0
2592,163,K,6/6/2002,6,6,2002,155,1,1,20:00,0:30,NA,1,135,0.001646091,LABO,PL,0,1,0
2593,164,G,6/7/2002,6,7,2002,156,1,1,20:20,0:30,NA,1,135,0.001777778,LABO,PL,0,1,0
2594,167,C,6/12/2002,6,12,2002,161,1,1,20:25,0:30,NA,5,117,0.00418629,LABO,PL,0,1,0
2595,168,K,6/22/2002,6,22,2002,171,1,2,20:00,1:20,NA,8,135,0.006944445,LABO,PL,0,1,0
2596,169,J,6/22/2002,6,22,2002,171,1,2,20:05,0:30,2,8,108,0.016771488,LABO,PL,0,1,0
2597,170,H,6/23/2002,6,23,2002,172,1,2,19:55,0:30,NA,7,108,0.012121212,LABO,PL,0,1,0
2598,171,G,6/23/2002,6,23,2002,172,1,2,20:00,0:30,NA,1,135,0.001646091,LABO,PL,0,1,0
2599,172,E,6/24/2002,6,24,2002,173,1,2,19:50,0:30,NA,19,135,0.020634926,LABO,PL,0,1,0
2600,173,F,6/24/2002,6,24,2002,173,1,2,20:00,0:30,NA,1,108,0.002057613,LABO,PL,0,1,0
2601,178,C,6/29/2002,6,29,2002,178,1,2,20:03,0:30,NA,4,117,0.005762028,LABO,PL,0,1,0
2602,179,D1,6/30/2002,6,30,2002,179,1,2,20:00,0:53,NA,4,135,0.004550625,LABO,PL,0,1,0
2603,180,A,7/7/2002,7,7,2002,186,1,2,20:15,2:00,NA,8,108,0.001610306,LABO,PL,0,1,0
2604,181,B,7/14/2002,7,14,2002,193,1,2,20:15,0:35,NA,12,117,0.011834322,LABO,PL,0,1,0
2605,182,K,7/15/2002,7,15,2002,194,1,3,20:20,0:30,NA,2,135,0.001777778,LABO,PL,0,1,0
2606,183,G,7/16/2002,7,16,2002,195,1,3,20:00,0:30,NA,3,135,0.001646091,LABO,PL,0,1,0
2607,184,H,7/18/2002,7,18,2002,197,1,3,20:05,1:00,NA,2,108,0.003766478,LABO,PL,0,1,0
2608,185,F,7/18/2002,7,18,2002,197,1,3,20:20,1:00,NA,4,108,0.001984127,LABO,PL,0,1,0
2609,186,C,7/19/2002,7,19,2002,198,1,3,20:20,0:30,NA,8,117,0.012307692,LABO,PL,0,1,0
2610,187,D1,7/19/2002,7,19,2002,198,1,3,20:15,1:20,NA,7,135,0.004371585,LABO,PL,0,1,0
2611,188,A,7/30/2002,7,30,2002,209,1,3,20:30,2:00,NA,3,108,0,LABO,PL,0,1,0
2612,189,B,7/30/2002,7,30,2002,209,1,3,20:15,2:00,NA,12,117,0.01486436,LABO,PL,0,1,0
2613,190,E,7/30/2002,7,30,2002,209,1,3,20:00,2:00,NA,15,135,0.009876544,LABO,PL,0,1,0
2614,192,K,5/15/2003,5,15,2003,134,1,1,19:45,0:30,2,2,135,0.001559454,LABO,PL,0,1,0
2615,193,E,5/18/2003,5,18,2003,137,1,1,19:30,1:00,NA,13,135,0.009427607,LABO,PL,0,1,0
2616,194,A,5/19/2003,5,19,2003,138,1,1,19:45,1:35,NA,4,108,0,LABO,PL,0,1,0
2617,195,B,5/19/2003,5,19,2003,138,1,1,19:58,0:30,2,5,117,0.00754148,LABO,PL,0,1,0
2618,198,H,5/27/2003,5,27,2003,146,1,1,20:10,1:00,NA,4,108,0.005747127,LABO,PL,0,1,0
2619,199,J,5/27/2003,5,27,2003,146,1,1,20:00,0:40,NA,1,108,0.001984127,LABO,PL,0,1,0
2620,201,C,6/3/2003,6,3,2003,152,1,1,20:20,0:30,NA,1,117,0.002051282,LABO,PL,0,1,0
2621,202,F,6/3/2003,6,3,2003,152,1,1,20:10,0:30,NA,0,135,0,LABO,PL,0,1,0
2622,203,D1,6/3/2003,6,3,2003,152,1,1,20:10,0:30,NA,1,135,0,LABO,PL,0,1,0
2623,211,I,6/7/2003,6,7,2003,156,1,1,20:00,0:30,NA,8,108,0.014403291,LABO,PL,0,1,0
2624,217,A,6/28/2003,6,28,2003,177,1,2,20:15,1:30,NA,11,108,0.003527336,LABO,PL,0,1,0
2625,218,E,6/28/2003,6,28,2003,177,1,2,19:55,1:00,NA,14,135,0.013114755,LABO,PL,0,1,0
2626,221,I,7/7/2003,7,7,2003,186,1,2,20:10,0:30,NA,4,108,0.008547008,LABO,PL,0,1,0
2627,222,J,7/7/2003,7,7,2003,186,1,2,20:03,0:30,NA,9,108,0.018726588,LABO,PL,0,1,0
2628,225,K,7/10/2003,7,10,2003,189,1,2,20:20,0:30,NA,3,135,0.005333334,LABO,PL,0,1,0
2629,226,H,7/10/2003,7,10,2003,189,1,2,20:31,0:30,NA,3,108,0.004649,LABO,PL,0,1,0
2630,227,F,7/12/2003,7,12,2003,191,1,2,20:23,0:30,NA,1,135,0,LABO,PL,0,1,0
2631,229,C,7/14/2003,7,14,2003,193,1,2,20:10,0:45,NA,1,117,0.001864802,LABO,PL,0,1,0
2632,230,B,7/15/2003,7,15,2003,194,1,3,20:45,1:00,NA,5,117,0.010055305,LABO,PL,0,1,0
2633,232,K,7/17/2003,7,17,2003,196,1,3,20:15,0:30,NA,2,135,0.003485838,LABO,PL,0,1,0
2634,233,J,7/18/2003,7,18,2003,197,1,3,20:15,0:45,NA,12,108,0.02057613,LABO,PL,0,1,0
2635,234,I,7/25/2003,7,25,2003,204,1,3,20:00,1:30,NA,9,108,0.010101012,LABO,PL,0,1,0
2636,238,H,7/28/2003,7,28,2003,207,1,3,20:00,0:45,NA,2,108,0.001949318,LABO,PL,1,1,0
2637,239,F,7/28/2003,7,28,2003,207,1,3,20:22,0:30,NA,2,135,0,LABO,PL,0,1,0
2638,241,D,7/29/2003,7,29,2003,208,1,3,20:07,0:50,NA,10,108,0.003926188,LABO,PL,1,1,0
2639,243,C,7/30/2003,7,30,2003,209,1,3,20:00,2:00,NA,7,117,0.005698004,LABO,PL,2,1,0
2640,245,A,8/4/2003,8,4,2003,213,1,3,19:40,0:30,NA,2,108,0,LABO,PL,0,1,0
2641,247,E,8/11/2003,8,11,2003,220,1,3,19:45,1:12,NA,18,135,0.006795785,LABO,PL,1,1,0
2642,249,K,5/16/2004,5,16,2004,135,1,1,19:35,0:30,2,5,135,0.006026364,LABO,PL,0,1,0
2643,250,J,5/16/2004,5,16,2004,135,1,1,19:45,0:35,NA,4,108,0.003831418,LABO,PL,0,1,0
2644,251,H,5/19/2004,5,19,2004,138,1,1,20:12,0:30,NA,12,108,0.023686476,LABO,PL,0,1,0
2645,252,I,5/19/2004,5,19,2004,138,1,1,20:01,0:30,NA,1,108,0.002065262,LABO,PL,0,1,0
2646,254,E,5/20/2004,5,20,2004,139,1,1,20:00,0:30,NA,22,135,0.021399183,LABO,PL,0,1,0
2647,255,F,5/21/2004,5,21,2004,140,1,1,20:00,0:30,NA,4,135,0.004938273,LABO,PL,0,1,0
2648,258,D,5/28/2004,5,28,2004,147,1,1,19:55,0:40,NA,7,108,0.003898636,LABO,PL,0,1,0
2649,259,C,5/28/2004,5,28,2004,147,1,1,20:17,0:30,NA,5,117,0.002026959,LABO,PL,0,1,0
2650,260,B,6/1/2004,6,1,2004,150,1,1,20:08,1:01,NA,8,117,0.007000964,LABO,PL,0,1,0
2651,261,A,6/2/2004,6,2,2004,151,1,1,20:04,0:40,NA,7,108,0,LABO,PL,0,1,0
2652,262,K,6/15/2004,6,15,2004,164,1,2,19:56,0:36,NA,4,135,0.006349208,LABO,PL,0,1,0
2653,263,J,6/15/2004,6,15,2004,164,1,2,20:10,0:30,NA,8,108,0.017094016,LABO,PL,0,1,0
2654,264,H,6/17/2004,6,17,2004,166,1,2,20:05,0:32,NA,2,108,0.004161464,LABO,PL,0,1,0
2655,265,I,6/17/2004,6,17,2004,166,1,2,20:30,0:30,NA,1,108,0,LABO,PL,0,1,0
2656,266,F,6/19/2004,6,19,2004,168,1,2,20:06,0:30,NA,2,135,0,LABO,PL,0,1,0
2657,267,E,6/20/2004,6,20,2004,169,1,2,20:20,2:00,NA,9,135,0.00522876,LABO,PL,0,1,0
2658,269,D,6/22/2004,6,22,2004,171,1,2,20:03,0:45,NA,2,108,0.001970055,LABO,PL,0,1,0
2659,270,C,6/23/2004,6,23,2004,172,1,2,20:15,0:30,NA,3,117,0.002011061,LABO,PL,0,1,0
2660,271,B,6/26/2004,6,26,2004,175,1,2,20:16,0:47,NA,1,117,0,LABO,PL,0,1,0
2661,272,A,7/6/2004,7,6,2004,185,1,2,20:08,2:00,NA,11,108,0.003156566,LABO,PL,0,1,0
2662,273,K,7/18/2004,7,18,2004,197,1,3,20:05,0:35,NA,9,135,0.008230455,LABO,PL,0,1,0
2663,274,J,7/20/2004,7,20,2004,199,1,3,20:05,0:30,NA,7,108,0.012578616,LABO,PL,0,1,0
2664,277,F,7/25/2004,7,25,2004,204,1,3,20:15,0:30,2,0,108,0,LABO,PL,0,1,0
2665,278,B,7/26/2004,7,26,2004,205,1,3,20:20,0:30,NA,0,117,0,LABO,PL,0,1,0
2666,279,C,7/26/2004,7,26,2004,205,1,3,20:17,0:32,NA,0,117,0,LABO,PL,0,1,0
2667,280,D,7/27/2004,7,27,2004,206,1,3,20:03,0:30,NA,4,108,0.002080732,LABO,PL,1,1,0
2668,281,A,8/1/2004,8,1,2004,210,1,3,20:10,1:00,NA,5,108,0,LABO,PL,0,1,0
2669,282,E,8/5/2004,8,5,2004,214,1,3,20:00,1:00,NA,11,135,0.004444443,LABO,PL,0,1,0
2670,283,J,5/17/2005,5,17,2005,136,1,1,19:45,1:35,NA,9,108,0.006349208,LABO,PL,0,1,0
2671,284,K,5/18/2005,5,18,2005,137,1,1,19:45,1:30,NA,2,135,0.001288245,LABO,PL,0,1,0
2672,287,H,5/22/2005,5,22,2005,141,1,1,20:10,0:00,NA,3,108,0.004830918,LABO,PL,0,1,0
2673,288,I,5/19/2005,5,19,2005,138,1,1,20:00,2:00,NA,5,108,0.00617284,LABO,PL,0,1,0
2674,289,D,5/23/2005,5,23,2005,142,1,1,20:00,0:00,NA,1,108,0.002314815,LABO,PL,0,1,0
2675,290,F,5/23/2005,5,23,2005,142,1,1,20:00,0:00,NA,0,135,0,LABO,PL,0,1,0
2676,292,B,5/24/2005,5,24,2005,143,1,1,20:00,0:00,NA,0,117,0,LABO,PL,0,1,0
2677,293,C,5/25/2005,5,25,2005,144,1,1,20:00,1:35,NA,3,117,0.001530808,LABO,PL,0,1,0
2678,294,A,6/5/2005,6,5,2005,154,1,1,19:58,2:00,NA,2,108,0,LABO,PL,0,1,0
2679,296,K,6/16/2005,6,16,2005,165,1,2,20:02,0:15,NA,7,135,0,LABO,PL,0,1,0
2680,297,J,6/25/2005,6,25,2005,174,1,2,20:05,2:00,NA,5,108,0.004694835,LABO,PL,0,1,0
2681,298,I,6/26/2005,6,26,2005,175,1,2,20:03,2:00,NA,12,108,0.018674136,LABO,PL,0,1,0
2682,299,A,6/27/2005,6,27,2005,176,1,2,20:03,0:20,NA,8,108,0,LABO,PL,0,1,0
2683,300,H,7/6/2005,7,6,2005,185,1,2,20:07,1:45,2,7,108,0.011505585,LABO,PL,0,1,0
2684,301,F,7/7/2005,7,7,2005,186,1,2,20:00,0:00,NA,6,135,0.003703704,LABO,PL,0,1,0
2685,302,D,7/8/2005,7,8,2005,187,1,2,20:00,0:30,NA,0,108,0,LABO,PL,0,1,0
2686,303,C,7/9/2005,7,9,2005,188,1,2,20:01,2:00,NA,12,117,0.007142345,LABO,PL,1,1,0
2687,304,B,7/13/2005,7,13,2005,192,1,2,20:04,1:00,NA,5,117,0.00866251,LABO,PL,0,1,0
2688,305,E,7/13/2005,7,13,2005,192,1,2,20:00,0:00,NA,2,135,0,LABO,PL,0,1,0
2689,307,A,7/15/2005,7,15,2005,194,1,3,19:55,1:45,NA,5,108,0.001587302,LABO,PL,0,1,0
2690,308,D,7/15/2005,7,15,2005,194,1,3,20:30,0:50,NA,3,108,0.006410256,LABO,PL,0,1,0
2691,310,F,7/15/2005,7,15,2005,194,1,3,20:30,1:00,NA,1,135,0,LABO,PL,0,1,0
2692,311,K,7/22/2005,7,22,2005,201,1,3,20:30,1:25,NA,2,135,0.003013182,LABO,PL,0,1,0
2693,312,I,7/23/2005,7,23,2005,202,1,3,20:01,2:10,NA,14,108,0.016561281,LABO,PL,1,1,0
2694,313,J,7/23/2005,7,23,2005,202,1,3,20:00,1:42,NA,8,108,0.008122155,LABO,PL,0,1,0
2695,314,B,7/24/2005,7,24,2005,203,1,3,20:15,1:00,NA,18,117,0.02699055,LABO,PL,0,1,0
2696,315,C,7/24/2005,7,24,2005,203,1,3,20:00,2:00,NA,15,117,0.011396008,LABO,PL,1,1,0
2697,318,H,7/25/2005,7,25,2005,204,1,3,19:58,1:00,NA,7,108,0.011037528,LABO,PL,0,1,0
2698,321,E,7/27/2005,7,27,2005,206,1,3,20:00,2:00,NA,14,135,0.00617284,LABO,PL,1,1,0
